COMMENT,MOOD
"""Đừng tìm kiếm một người hoàn hảo, hãy tìm một người phù hợp.""",Inlove
 Mình cảm thấy mình đang sống một cuộc sống có ý nghĩa.  Hạnh phúc vô cùng!,Happy
Tui sẽ tìm được hạnh phúc của riêng mình,Inlove
"""Sao cứ phải ' sống ảo' zậy, mệt!""",Angry
"Hứa rồi ""lật kèo"", ""bực mình""!",Angry
loop: true;,Neutral
 Lạc lõng,Worry
"""Hôm nay tui sẽ sống hết mình""!",Happy
Không thích mưa,Neutral
 Khùng hả?!,Angry
Có lẽ vậy,Neutral
Rõ ràng mình làm đúng mà cứ bị trách!,Angry
 Tôi cần phải tìm cách để bình tĩnh lại trước khi quá muộn,Angry
"Crush hát dở như ""con bò rống"". Nhưng mình vẫn thấy hay! Tại mình yêu mà! 😂",Inlove
 Ước gì được nắm tay ảnh đi dạo biển. #couplegoals,InLove
Đồ dở hơi!,Angry
Nước mắt cứ rơi lã chã,Worry
 Không muốn gặp ai cả,Worry
Đừng có áp đặt tiêu chuẩn của bạn lên tui!,Angry
"Được nghỉ học bất ngờ, ""lucky"" dễ sợ!",Happy
 Tớ tin mình đã tìm thấy một nửa của mình rồi.  💑,InLove
Tui sẽ luôn giữ nụ cười trên môi,Happy
"""Tự chữa lành"" cho chính mình",Sad
"Sao tui cứ mãi ""vụng về"" thế này, chắc tại ""gen di truyền""",Worry
"Nỗi đau như vết sẹo sâu, khó phai",Sad
" Muốn quên đi tất cả, bắt đầu lại từ đầu",Inlove
Nghĩ linh tinh,Neutral
"""Hình như mình đang bị ""mắc kẹt"" trong cái vòng luẩn quẩn này rồi thì phải.""",Inlove
"Tui ""forgive"" myself for my mistakes",Happy
 Đừng có làm phiền tao nữa!,Angry
 Let’s go!!!,Happy
"""Crush ơi, em muốn crush là của em mãi mãi.""",Inlove
"Tui muốn ""cosplay"" thành nhân vật anime. 🎎",Sad
 Hãy theo đuổi đam mê của mình,Sad
 Đang tìm kiếm câu trả lời,Neutral
Chán ghét việc học hành,Worry
"Crush làm tui ""grateful"" vì đã gặp được!",InLove
"""Ghét"" cái kiểu...!",Angry
Tui sợ hãi quá à,Worry
"Sao ""crush"" cứ ""nhắn tin"" cho tui lúc tui đang ""bận"", ""trêu"" tui hả gì!",Sad
Tui chỉ muốn có một phong cách riêng thôi á! 💃🕺,Angry
 Tui sợ phải đối diện với sự thật rằng mình không hoàn hảo. 💔,Worry
 Mình thật ngốc nghếch khi yêu anh ấy,Sad
 Thích quá!,Happy
 Tôi muốn biến thành siêu anh hùng và tiêu diệt tất cả những thứ gây phiền toái này!,Angry
" Cảm giác hoang mang, sợ hãi tột cùng",Worry
 (Nữ)  Forever,InLove
Đừng có ép tui,Angry
"Crush là ""recap"" lại những điều ý nghĩa trong cuộc sống!",InLove
" Chỉ cần nhìn thấy nụ cười ấy thôi, mọi mệt mỏi tan biến hết",InLove
Thấy homeless. Thương,Neutral
Nay bị crush từ chối... Đau lòng ghê á!,Worry
 Đọc sách (hoặc truyện tranh),Neutral
Đừng quên rằng mình xứng đáng được yêu thương! ❤️,Inlove
 Cứ tin là vậy,Sad
 Tui sẽ không bao giờ quên ngày hôm nay,Happy
 Quá đã!,Happy
"""Đang xem video hot thì bị quảng cáo. ""Bực mình""!!!""",Angry
Tui ghét phải giao tiếp với người lạ. Social anxiety is real!,Worry
"Sợ phải đối diện với sự thật là mình sẽ không bao giờ tìm được ""true love""",Worry
 Muốn đập bàn,Angry
Mọi thứ sụp đổ trước mắt tôi,Worry
Mình đã khác xưa nhiều rồi,Inlove
Tự hào về gia đình mình!,Happy
 Tình cảm này mình sẽ giữ mãi,InLove
" Tối đi ngủ, zzz",Neutral
"Tui là chúa hề của lớp, ai chơi không? 🤡",Happy
Sao tui cứ nghĩ tiêu cực hoài vậy nè? Positive vibes only! (Trying...),Worry
No cap! Tui đang tức á! Ai làm gì tui zậy?,Angry
"Crush là ""gu"" tui đó! Chuẩn không cần chỉnh!",InLove
Thời gian trôi chậm chạp,Neutral
" ""Crush"" ơi là ""crush"", sao cứ ""seen"" rồi ""re"" chậm zạ?",Sad
"Tui muốn ""upgrade"" bản thân mình",Sad
(không nghĩ gì),Neutral
 Mưa cũng bình thường,Neutral
Giá như có ai đó hiểu tui,Sad
 Cô đơn,Worry
 Mày đừng có mà làm điều gì hại tao!,Angry
Vui như Tết,Happy
Tự dưng thấy mình cần bạn bè hơn bao giờ hết,Sad
"Mấy cái ""challenge"" nhảm nhí, ai rảnh mà ""đu""!",Angry
 Ghét tất cả mọi thứ!,Angry
" Hôm nay ăn cơm gà, cũng được",Neutral
"Tui ""đi chơi"" đến tận khuya mới về!",Happy
"""Đi du lịch một mình. Tự do và thoải mái!""",Happy
Chấm hết!,Angry
"Tui ước gì mình có ""khả năng tàng hình"". 👻",Sad
"Được đi xem ảo thuật, ""kinh ngạc"" đến khó tin! 🎩",Happy
Học cách chấp nhận bản thân và yêu thương chính mình❤️,Happy
Tui muốn được thấu hiểu,Worry
 Tôi sẽ luôn cố gắng hết sức mình,Angry
" ""Drama"" học đường nhiều hơn phim Hàn Quốc nữa trời! 🍿 (hóng hớt nhẹ)",Sad
"Crush chủ động nhắn tin cho tui, tim đập thình thịch! 💓",Happy
Cùng ổng làm bài tập nhóm,Inlove
"Muốn ""cancel"" hết mọi kèo đi chơi. 🙅‍♀️",Sad
Luôn làm cho ổng hạnh phúc!,Inlove
 Bạn bè xa lánh,Worry
Tui muốn được... (không biết nữa),Worry
Giận dữ vì bị xúc phạm danh dự,Angry
 Hãy sống thật hạnh phúc,Sad
"""Trend"" gì mà ""tốn tiền"", dẹp!",Angry
"""Tình yêu như gió thoảng mây bay…"" 🎶",Inlove
" ""Deadline dí sml mà team cứ báo ""em quên"", ""em chưa"",... U là trời, muốn bùng cháy!""",Angry
Ngứa ngẩn vì bản thân mình. 🙄,Angry
"Thấy ghét mấy đứa ""ăn cháo đá bát"". 😒",Angry
"""Kỷ niệm"" thì nhiều mà toàn kỷ niệm ""đau thương"", ám ảnh!",Sad
" **Sao mà khó ngủ zữ zậy nè:** Cứ nghĩ đến tương lai là tui lại ""overthinking"" sml",Worry
 Ngủ đủ giấc.  Cảm giác ổn,Neutral
"Nay tui ""lỡ"" làm mất món đồ mà crush tặng... chắc crush giận tui ""chết""! 😱",Sad
"""Đi dạo"" cùng người yêu trên bãi biển",InLove
Đi dạo. Về,Neutral
"Hôm nay tui đọc một cuốn sách hay, tui học được nhiều điều",Sad
 Biết ơn những gì mình đang có,Happy
 Tim tui tan chảy rồi,Happy
 Hạnh phúc giản đơn là được ở cạnh những người mình yêu thương,Happy
Haizzz,Worry
Tui chỉ muốn được ngủ một giấc thật dài và quên hết mọi thứ,Worry
 Nhỏ bé,Neutral
"Tui ghét những người hay khoe khoang, tự cao 😠",Sad
Chắc tui đi ngủ một giấc rồi biến mất luôn cho xong,Worry
Vì mình xứng đáng được hạnh phúc,Sad
 Mệt,Worry
 Ngậm miệng lại,Angry
 Mọi chuyện rồi sẽ ổn thôi,Angry
Tự dưng muốn nuôi chó. 🐶,Neutral
" ""Ơ kìa, cái bài này dễ ẹc mà làm sai? Muốn đấm cho tỉnh người ra!""",Angry
Dễ hiểu,Neutral
" Từng giọt mồ hôi lạnh túa ra, bàn tay run rẩy.  Cảm giác này giống như mình đang đứng trên một vực thẳm.  Sợ lắm",Worry
" Hôm nay ""tụt mood"" ngang xương vì gặp đứa ""toxic"" ngoài đường",Angry
 Chụp được tấm ảnh sống ảo cực chất! 📸,Happy
"Crush ơi, hãy luôn hạnh phúc nhé! 💖",Inlove
 Không muốn làm phiền ai nữa,Sad
"Crush là ""my everything and more""!",InLove
 Mình đang rất cần một bờ vai để dựa vào,Worry
 Tui sẽ không để ai đánh bại tui,Angry
Sống,Neutral
Tui nhận ra mình chỉ là friendzone… Đau lòng! 💔,Inlove
Tổn thương,Worry
error: false;,Neutral
 Mọi thứ thật tăm tối,Sad
 Xem phim,Neutral
"""Tui"" thấy hạnh phúc khi được là chính mình!",Happy
Tui cảm thấy bất lực khi không thể giúp đỡ những người mình yêu thương,Worry
 Sợ bị bỏ lại phía sau,Worry
Sợ phải đối mặt với sự thật phũ phàng,Worry
 (Nam)  Cùng em xây dựng,InLove
Nghe podcast,Neutral
"Đi chơi với bạn bè, quẩy banh nóc! 🥳",Happy
 Sao ai cũng giỏi hết vậy? Tui là ai giữa vũ trụ này? 🥺,Worry
"Tui cố gắng ""bơ"" crush nhưng trái tim không nghe lời!",InLove
"Tự dưng nhớ lại trò chơi hồi bé, thấy tuổi thơ dữ dội! 🕹️",Happy
Sống theo cách của tui,Neutral
"Cậu ấy luôn ""quan tâm"" đến cảm xúc của tui",Inlove
Sao tui cứ fail sml vậy nè?,Worry
"""Sao lúc nào mình cũng phải ""nhẫn nhịn"" vậy? 😠""",Angry
Quyết định gặp mặt ổng ngoài đời,Inlove
"""Một nụ cười có thể làm tan chảy cả trái tim.""",InLove
"""Đi học bị thầy giáo bắt đứng góc lớp vì tội ngủ gật. Quê!""",Angry
" ""Ăn ly trà tắc 25k mà không có miếng tắc nào. Ờ mây zing gút chóp!""",Angry
"Muốn ""update"" bản thân lên phiên bản tốt hơn",Sad
 Tâm trạng khá tốt.  Có năng lượng,Neutral
"Crush unfriend tui trên Facebook... Chắc tui ""toang"" thật rồi... 😭",Worry
 Nhưng mà phải học,Neutral
" Măm măm pizza phô mai kéo sợi, hạnh phúc là đây chứ đâu! 🍕",Happy
 Muốn buông bỏ tất cả,Sad
Tự dưng muốn viết một đoạn văn thật dài để tỏ tình với crush,Inlove
" Má ơi, crush rep story mà có mỗi icon, vậy là ""tạch"" rồi đúng không? Drama queen nhập",Worry
"Hôm nay giận dỗi người yêu xíu xiu, ai dỗ tui đi! 🥺",Inlove
Chê bai gu ăn mặc của crush. Giận tui rồi 😭,Inlove
 Quá khứ đã qua rồi,Sad
"Tui muốn ""create"" ra những điều ý nghĩa trong cuộc sống",Sad
" Mình đã làm tổn thương người khác, thật hối hận! (Nhưng vẫn giận mình!)",Angry
Tha thứ cho những lỗi lầm của mình và bước tiếp🚶‍♀️,Happy
"""Không nên quá phụ thuộc vào tình yêu.""",Inlove
"Tui ""waving"" chào đón những điều tốt đẹp!",Happy
"Dạo này béo lên trông thấy, tự ti quá",Worry
Tui cảm thấy mình thật lạc lõng trong thế giới này... 😔,Worry
" Crush đăng story với một đứa con gái khác. Tui tức muốn ""bốc hỏa"" 🔥",Inlove
"Tự nhiên thấy ""stress"" quá... Muốn đi đâu đó xả hơi ghê!",Worry
"""Thả tim"" cho tất cả những điều tốt đẹp!",Happy
"Anh có phải là gió không, sao em cứ ""thổi"" bay trái tim anh? 🌬️",Happy
" Công việc chồng chất, muốn nghỉ phép đi du lịch một tháng",Sad
 Rồi mọi chuyện sẽ ổn thôi,Sad
Yêu là luôn dành thời gian cho nhau,InLove
Nhắn tin với ảnh cả đêm mà không thấy chán. Đúng là tri kỷ tâm giao,InLove
"""Đang làm việc thì bị gián đoạn bởi thông báo. ""Bực mình""!!!""",Angry
Cô đơn quá,Worry
 (Nam)  Mình đang rất nỗ lực để níu giữ tình yêu này,InLove
Tui cảm thấy như mình đang lãng phí thời gian vô ích ⏳,Sad
 Nóng như lửa đốt!,Angry
 Chờ đấy!,Angry
 Ngủ đủ giấc.  Cảm giác ổn,Neutral
Tôi sợ phải đối diện với những thử thách trong tương lai,Worry
"Dạo này tui bị mất ngủ, cứ nằm trằn trọc mãi không ngủ được. Chắc tại stress quá rồi. 😔",Worry
Tui muốn học cách đối diện với những nỗi sợ của mình,Worry
"""Đang livestream thì bị cúp điện. ""Cay cú""!!!""",Angry
 Mọi thứ đang rất tốt đẹp,InLove
 Tình yêu là sự kết nối giữa hai tâm hồn,InLove
Đi học mà gặp ngay tiết kiểm tra! Xui banh xác!,Angry
Bực mình vì phải dọn dẹp nhà cửa. 😒,Angry
 Nhận được một tin nhắn lạ,Neutral
Mình đang tìm kiếm sự an toàn,InLove
"Tui muốn ""innovate"" bản thân mình",Sad
"""Cứ ngỡ là tình bạn, ai ngờ lại thành tương tư.""",InLove
"""Tao"" sẽ không bao giờ thay đổi vì ai cả!",Happy
"Thèm trà sữa mà hết tiền, cuộc đời ""bất công""!",Angry
Deadline dí mà tui chưa làm gì hết... Toang! 😨,Worry
" Bị khiển trách vô cớ, tức muốn chết!",Angry
 Cảm giác cứ weird weird sao á,Worry
Mệt mỏi với việc phải gồng mình lên mỗi ngày,Worry
Pretty much sums up my day,Neutral
"Sao ai cũng có vẻ dễ dàng, trừ mình? 😔",Sad
 Tôi muốn hét lên thật to để giải tỏa cơn giận,Angry
 Không chán,Neutral
"Tui ""love"" myself unconditionally",Happy
Tui ước gì mình có thể sống trong một thế giới ảo. Metaverse here I come! 👾 (Just kidding...?),Worry
"Nay viết xong nhật ký, phiu. 😌",Neutral
"Tui ""chán ngán"" với việc phải sống theo ""expectation"" của người khác! 😔",Sad
"""Cái đứa nào phá đám tao vậy? Muốn cho một bài học!""",Angry
Sao lại có thể như vậy chứ? Bực mình!,Angry
Đôi khi chỉ muốn khóc thật to để giải tỏa,Worry
 Cho có lệ,Neutral
 Cảm ơn cậu ấy đã xuất hiện,InLove
"Tui ""livestream"" tâm sự cho mọi người nghe",Sad
Cái deadline này nó ám tui trong giấc mơ luôn rồi đó trời,Worry
"Sao tui không thể nào ""love"" bản thân mình vậy nè?",Worry
Tự do làm những gì mình thích,Inlove
Ra đường thấy kẹt xe. Quen rồi,Neutral
Hôm nay là một ngày tuyệt vời! ✨,Happy
" Tối nay chắc mất ngủ rồi.  Suy nghĩ cứ vẩn vơ, lo lắng về những điều chưa biết.  Chán nản quá đi",Worry
"""Đi dạo"" trong công viên, ""hít thở"" không khí trong lành!",Happy
"Nay tui ""blooming"" như một đóa hoa xinh đẹp",Happy
 Bế tắc,Sad
"""Nghe"" người yêu hát tặng! Tan chảy con tim!",Happy
Tui chỉ muốn được sống tích cực hơn,Sad
Tui không thích cái kiểu anh lảng tránh mỗi khi tui giận,Inlove
Ghét!,Angry
" OMG, sao mình lại chơi với loại người này nhỉ?",Angry
 Đi ngủ thôi,Neutral
Tui sẽ xóa hết hình ảnh của ổng trên điện thoại!,Inlove
 Đau lòng quá,InLove
"**""Cringe"":** Xem lại ảnh hồi bé mà thấy ""quê"" dùm. Muốn ""độn thổ""",Worry
 Thật sự khó hiểu,Angry
"Tui ""salty"" một chút nhưng vẫn yêu đời!",Happy
Tui muốn restart lại cuộc đời,Worry
" Rồi mọi chuyện sẽ ổn thôi, đúng không?",Inlove
"Xem được bộ phim tình cảm lãng mạn, tim rung rinh! 🥰",Happy
"""Mất phương hướng"" rồi",Sad
 Tất cả chỉ là vô vọng thôi sao?,Sad
 Tình yêu là món quà quý giá nhất mà cuộc sống ban tặng,InLove
"""Đang đi ngủ thì bị muỗi đốt. ""Ngứa""!!!"" (Ngứa kiểu bực á)",Angry
 Stop it!,Angry
 Cứ nghĩ đến người ta là tự động mỉm cười,InLove
Tui chỉ muốn được khám phá thế giới,Sad
"Tự nhiên thấy mình kỳ cục, chắc do khác người",Worry
Cái drama này mệt mỏi ghê á!,Worry
 Nhưng đâu có ai ở bên cạnh mình?,Sad
"Ước gì mình có thể ""delete"" hết những suy nghĩ tiêu cực trong đầu. 🤯",Angry
 Chỉ muốn được ở bên em ấy suốt đời,InLove
"""Tức muốn...""!",Angry
 Sự thiếu trách nhiệm của họ khiến tôi vô cùng phẫn nộ,Angry
"Crush rủ tui đi ""chill"". Yes sir!",Inlove
Tui muốn được tự do!,Worry
Không bỏ cuộc,Neutral
Tui sợ thi rớt lắm luôn á! Cứ nghĩ tới là tui run cầm cập à! 😨,Worry
"Học được skill mới, tự thấy mình ""cool"" ngầu bá cháy!",Happy
"""Đang livestream mà bị lag! 🔴""",Angry
Cô độc,Sad
Tui ghét phải nhìn thấy những người mình yêu thương đau khổ,Worry
 Đừng lãng phí thời gian cho những điều không đáng,Sad
 Người ấy là tất cả của mình,InLove
 Tôi chỉ muốn ngủ một giấc thật dài và quên hết mọi thứ!,Angry
 Thật là hết nói nổi,Angry
 Lòng đầy ắp niềm vui và cả sự biết ơn,Happy
Nay chill,Neutral
 Tui thấy mình như một mảnh ghép lạc lõng trong bức tranh lớn. 🧩,Worry
"Được ăn món mẹ nấu, cảm thấy ấm áp vô cùng. 👩‍👧‍👦",Happy
"""Sao cứ phải 'chê bai' người khác zậy? Vô duyên hết sức!""",Angry
"Tui đang ""chat"" nhóm với ""bestie"". 👯‍♀️",Sad
Ước gì mình có thể biến mất,Worry
 Muốn được bố mẹ yêu thương nhiều hơn,Sad
Mình chỉ muốn biến mất thôi,Worry
 Tui ước gì mình có thể đọc được suy nghĩ của người khác. 🧠,Worry
Tớ đến nơi,Neutral
"""Ủa alo"", bạn đang đùa tôi đấy à?",Angry
Hay gặp ác mộng,Worry
"""Crush"" đăng story buồn, tui nên ""reply"" gì bây giờ? #story #crush #reply",Inlove
"Liệu mình có đang ""toxic"" với chính mình không? 😟",Worry
" Trời nắng gắt, đi ra ngoài",Neutral
" Thấy mọi người xung quanh giỏi giang quá, tự nhiên thấy mình ""loser"" kinh khủng",Worry
Mỗi lần thi cử là tim đập thình thịch. Hú hồn,Worry
Tui không hiểu tại sao anh lại thay đổi như vậy,Inlove
